0.1 -800.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.2 -800.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.3 -800.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.4 -800.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.5 -800.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.6 -799.9957864 -0.999994733 0.02895021357503995 4.523470871098693e-08 0.0002010431498266663 7.539118118497822e-08 2.4000000000000003e-06
0.7 -799.9730831999999 -0.999966354 0.17992962987775998 2.8114004668391134e-07 0.0009180083157028571 4.016286381198734e-07 1.8999999999999998e-05
0.8 -799.8379564000002 -0.9997974455 1.1287958476990396 1.7637435120292155e-06 0.0044093587800743735 2.2046793900365192e-06 9.940000000000002e-05
0.9 -799.5685868 -0.9994607335000001 3.0244921148657595 4.725768929476512e-06 0.009334852206375801 5.250854366085013e-06 0.0002918
1.0 -798.7976067999999 -0.9984970085000002 8.482231256593762 1.3253486338425192e-05 0.021205578141484403 1.3253486338425192e-05 0.0007477000000000002
1.1 -797.6402387999999 -0.9970502985000004 16.895899198974565 2.6399842498395293e-05 0.03490888264250943 2.399985681672299e-05 0.0015285000000000001
1.2 -795.4758968000001 -0.9943448710000005 34.09038906774977 5.326623291836018e-05 0.05918470324262112 4.438852743196682e-05 0.0029611
1.3 -792.127474 -0.9951593425000004 60.079572099324 9.387433140516917e-05 0.08887510665580473 7.221102415782243e-05 0.005167799999999999
1.4 -787.212198 -0.9890152475000008 101.12713105679599 0.00015801114227623485 0.12898868757244386 0.00011286510162588204 0.0085795
1.5 -780.3425303999999 -0.9904281629999998 156.98468321307587 0.0002452885675204006 0.17442742579230652 0.00016352571168026708 0.0134117
1.6 -771.138356 -0.9739229449999999 240.69288475326397 0.0003760826324269777 0.23505164526685934 0.00023505164526686106 0.020172100000000002
1.7 -759.1933112 -0.968991639 350.46850517995455 0.0005476070393436831 0.30317344738750396 0.0003221217878492254 0.029206700000000002
1.8 -743.6973092000002 -0.9696216365 514.9172971355953 0.0008045582767743722 0.39731272927129263 0.00044697682043020676 0.041307100000000006
1.9 -724.1399 -0.955174875 736.72437815 0.0011511318408593777 0.5101969377770084 0.0006058588636101988 0.05724790000000001
2.0 -697.4057187999999 -0.9017571485 1158.8668297193265 0.0018107294214364483 0.724291768574579 0.0009053647107182242 0.07989760000000001
2.1 -665.1410751999999 -0.9064263440000001 1618.4834926359451 0.002528880457243666 0.9175076488865902 0.0012042287891636503 0.1081442
2.2 -621.4509655999999 -0.801813707 2346.1476543956164 0.0036658557099931498 1.2118531272704631 0.001666298049996886 0.1478245
2.3 -555.5773828 0.7955282715000002 3424.6601429662646 0.005351031473384787 1.6184594248422801 0.002326535423210777 0.2095186
2.4 -495.70320360000005 0.16537099550000003 2997.159790224947 0.004683062172226479 1.3008506033962444 0.0019512759050943661 0.2686746
